age_binary,age_bucketized,sex_binary,race_C,score,rank,juv_fel_count_C,decile_score_C,juv_misd_count_C,juv_other_count_C,priors_count_C,days_b_screening_arrest_C,c_days_from_compas_C,c_charge_degree_C,v_decile_score_C,start_C,end_C,event_C,MarriageStatus_C,is_recid,is_violent_recid,two_year_recid,Violence_score,Recidivism_score
0,0,0,2,1.0926673856727651,945,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.64,-1.37
0,0,0,2,1.0924984124751995,946,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,-1.27,0.62
0,0,1,1,1.0922743469364793,947,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,-1.96,-0.79
0,0,1,2,1.0922743469364793,948,0,0,0,0,0,1,0,0,0,0,2,0,4,0,0,0,-1.84,-0.76
0,0,1,0,1.0922704389975149,949,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.85,-1.16
0,0,1,2,1.0920667973191491,950,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,-2.32,-0.9
1,1,0,1,1.0918983786495462,951,0,1,0,0,3,0,0,0,0,0,0,1,0,1,0,1,-2.58,0.25
0,1,1,1,1.09177578932062,952,2,0,2,1,1,2,0,0,1,0,1,0,0,1,1,0,-1.817229615853877,-1.6728550483020714
0,1,0,1,1.0913600430142578,953,1,0,0,0,2,0,0,0,1,2,1,0,0,0,1,1,-2.5822617031847988,-1.864213402483532
0,0,1,0,1.0910281849821073,954,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,-2.19,-0.75
0,0,0,0,1.0907996357871963,955,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,-1.56,-0.13
0,0,0,0,1.0907500015047689,956,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,-0.64,0.27
0,0,0,0,1.0906294938311707,957,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,-1.94,-0.45
0,0,1,1,1.0905438173454471,958,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.07,-0.43
0,1,1,1,1.090425007730882,959,3,1,2,2,2,2,0,0,0,2,2,1,2,0,0,1,-3.215405485938179,1.5128888494748092
0,0,1,2,1.0897489158494615,960,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-1.99,-1.01
1,1,0,2,1.0897152409820157,961,1,0,0,1,3,1,1,1,1,1,1,0,1,1,0,1,-2.033035129909056,-1.3971473276750057
1,1,0,1,1.089517470716978,962,0,1,0,0,0,0,0,0,0,0,2,0,6,0,0,0,-2.98,-0.26
0,0,0,0,1.0894990893085628,963,0,1,0,0,0,2,0,0,1,0,1,1,0,1,0,1,-0.74,0.51
0,0,0,2,1.0892966717417245,964,0,0,0,0,0,0,0,0,1,0,2,1,1,1,0,0,-1.45,-0.49
0,0,0,2,1.0891094037072524,965,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1.82,-0.15
0,0,0,0,1.08871926134868,966,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.43,0.79
0,1,1,1,1.0885194470107824,967,1,1,0,0,0,0,0,1,0,0,1,1,5,0,0,0,-3.6281671680694516,-1.0987726897208272
0,0,0,0,1.087729880086724,968,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,-1.69,-0.21
0,0,0,1,1.0876192671412683,969,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.17,-0.88
0,0,0,2,1.0873068075052528,970,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,-2.73,-0.95
1,1,0,0,1.087230637494931,971,0,1,0,0,3,1,0,0,0,0,0,1,0,1,0,1,-2.39,0.03
0,0,0,0,1.0872208390268001,972,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,-1.34,0.05
0,0,0,1,1.0871794109122304,973,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.45,-1.37
0,0,0,1,1.0871226623045176,974,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,-1.6,-0.03
0,0,0,1,1.0867773757606145,975,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,-2.84,-1.5
0,0,0,1,1.0866812719988626,976,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,-2.56,-1.19
0,1,0,2,1.0866388846845294,977,2,1,0,0,0,0,2,1,1,2,2,0,1,1,0,1,-4.344538328099635,-2.9531834572196707
0,0,0,0,1.0865815190546166,978,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.82,-1.1
0,0,0,0,1.0862808574421217,979,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.83,-1.1
0,0,0,0,1.0862390520390883,980,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.33,-0.82
0,0,0,1,1.0862244344871923,981,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,-1.9,-0.42
0,0,0,0,1.0860768518950974,982,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1.75,-0.36
0,0,0,0,1.0850567243372748,983,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,-1.2,0.38
1,1,0,0,1.084802792063624,984,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-3.1,0.57
1,1,1,0,1.0844608323417388,985,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.98,-1.03
0,1,0,1,1.0839828158734326,986,0,0,0,0,1,1,0,0,0,0,1,0,3,1,1,0,-4.338849998118051,-2.2259705698562646
0,0,0,1,1.0839612796454272,987,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,-2.4,-1.29
0,0,0,0,1.0838380224618829,988,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.05,0.07
0,0,0,0,1.0837357081524217,989,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,-1.6,-0.69
0,0,0,2,1.083192321851608,990,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,-2.75,-1.3
1,1,0,0,1.0826248436236867,991,0,1,0,0,1,0,0,0,0,0,2,1,0,1,0,0,-2.48,-0.03
0,0,1,1,1.0826211890154869,992,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,-1.37,-0.65
0,0,0,2,1.0825363699768251,993,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,-1.62,-0.76
0,0,0,2,1.0824939120309165,994,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.4,-0.92
1,0,1,0,1.0824020547673827,995,1,0,2,1,1,2,0,0,0,1,2,0,4,1,1,0,-2.9683516468453828,-0.3188070526594049
0,0,0,0,1.0823369402442595,996,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,-1.24,0.85
0,0,0,0,1.0822762476552974,997,3,1,0,2,2,2,0,1,0,2,1,0,1,1,0,1,0.7772887747670271,-1.070964961818559
0,0,0,0,1.081948941909354,998,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,-1.42,-0.26
0,0,0,1,1.0819099058745156,999,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,-1.73,-1.06
1,1,0,1,1.081715496679627,1000,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.37,-0.33
0,0,0,0,1.0816931996564203,1001,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1.79,-0.77
0,0,0,0,1.0814647665636623,1002,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-1.96,-0.07
0,0,0,0,1.081268943820995,1003,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.16,-0.42
0,0,0,1,1.081074366054748,1004,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.88,-1.59
0,0,1,1,1.0807934799556809,1005,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,-1.68,-0.06
0,0,0,0,1.080435301104071,1006,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.69,-0.44
0,0,1,0,1.0802011556581508,1007,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.5,-0.67
1,1,0,1,1.0799198523447608,1008,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,-2.42,-0.35
0,0,0,0,1.079724815747988,1009,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,-2.5,-0.69
1,1,0,2,1.0790737544954772,1010,0,0,0,2,3,2,0,0,0,2,0,1,4,1,1,0,0.7063577094614715,-0.2440364687610157
1,1,0,0,1.0789555105853406,1011,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,-2.18,-0.57
1,1,0,0,1.0788952146531954,1012,1,0,0,2,1,2,1,1,0,0,2,1,1,1,0,1,-3.835870628884292,-0.35273425857162843
0,0,1,1,1.0788799627884371,1013,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-3.11,-1.79
0,0,0,1,1.0785318832424504,1014,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.31,-0.93
1,1,0,1,1.0784662911714158,1015,0,1,0,0,1,1,0,0,1,1,0,0,6,1,0,1,-1.46,0.54
0,1,1,2,1.0782065716621934,1016,2,1,0,1,0,2,1,0,0,0,2,1,5,1,0,1,-3.5291862666037024,1.2531949874338677
0,0,0,0,1.0781332999291795,1017,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.58,-0.39
0,0,0,1,1.077969515992022,1018,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,-1.27,0.31
0,0,0,1,1.0774808159358875,1019,0,1,0,0,0,1,0,1,1,0,2,0,0,0,0,0,-1.42,0.32
1,1,0,2,1.0771363851575049,1020,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,-3.16,-1.38
0,0,0,0,1.0770982827585454,1021,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,-1.89,-0.36
0,1,1,0,1.0770334367034329,1022,1,1,1,1,0,2,1,0,0,0,0,0,0,1,1,0,-3.001019217509498,1.5039901474713533
0,0,0,0,1.0768320184468383,1023,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,-2.5,-0.85
0,0,0,1,1.0766823703695954,1024,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.32,-0.58
1,1,0,0,1.0765126234308393,1025,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,-3.95,-1.98
0,0,0,2,1.0760153441323197,1026,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,-2.84,-1.55
0,0,0,1,1.0759489358034109,1027,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.15,-0.88
0,0,0,0,1.0754682897647525,1028,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,-2.1,-0.59
1,1,0,0,1.0751335708625738,1029,2,1,0,0,3,0,1,1,0,2,0,0,1,1,1,0,-3.540180852519001,1.1717616329257077
1,1,1,0,1.0745646754233047,1030,0,1,0,0,1,0,0,0,0,0,2,1,0,1,0,0,-2.38,-0.53
0,0,0,1,1.0744918283547282,1031,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,-2.58,-1.21
1,1,0,2,1.0743648407599142,1032,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,-2.06,-0.37
0,0,0,0,1.0737134427801325,1033,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.64,-1.23
1,1,1,2,1.0736021663270408,1034,1,1,0,1,0,0,0,0,1,0,2,0,3,1,1,0,-1.5693522695191922,-2.1324647498441167
0,0,0,0,1.0735261126332984,1035,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,-1.55,0.0
1,1,0,0,1.0731387328157571,1036,0,1,0,0,2,0,0,1,1,0,2,0,0,0,0,0,-0.99,1.18
0,0,0,1,1.0725404561111265,1037,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,-2.77,-0.93
0,0,1,2,1.0725316508822085,1038,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.36,-0.66
0,0,1,2,1.0724200786226166,1039,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.54,-1.16
0,0,0,0,1.0723765591811127,1040,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.8,-0.26
0,0,1,1,1.072262324785486,1041,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,-1.96,-0.76
1,1,0,0,1.0718541508983142,1042,0,1,0,0,1,0,0,1,0,0,2,0,1,0,0,0,-2.28,-0.28
0,0,0,1,1.071786520679213,1043,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.47,-1.23
0,0,0,1,1.0715803365198913,1044,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,-1.37,0.57
0,0,0,0,1.0703509465179013,1045,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,-0.55,0.56
0,0,0,0,1.070204877296289,1046,0,1,0,0,2,0,0,1,1,0,0,1,0,1,0,1,-1.48,0.09
1,1,0,1,1.0701148523215214,1047,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.44,-1.41
0,1,1,1,1.069956956925834,1048,2,1,1,1,1,1,0,1,0,0,1,0,4,0,0,0,-0.7156396685758746,0.3706051931211967
0,0,0,0,1.0694474911102199,1049,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-3,-1.6
0,0,0,0,1.069145997749506,1050,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,-1.42,-0.64
0,0,0,2,1.069145997749506,1051,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,-1.68,-0.38
0,0,0,0,1.0683967711724849,1052,0,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,-2.29,-1.28
0,0,0,0,1.0680902258495195,1053,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,-1.65,-0.01
0,0,0,0,1.0678353794958255,1054,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,-1.95,-0.58
0,0,0,0,1.0674577014446784,1055,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-2.15,0.02
0,0,0,2,1.0670860619093667,1056,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2,-0.51
0,0,1,0,1.0666409280218867,1057,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1.84,-0.88
0,0,1,1,1.066265291220822,1058,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.93,-1.14
0,0,0,1,1.0659897580621045,1059,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,-2.19,-0.57
0,0,1,0,1.0656638069679665,1060,0,1,0,0,0,0,0,0,1,0,2,1,0,1,0,0,-1.3,-0.14
0,0,0,0,1.0655119156833703,1061,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,-1.53,-0.82
0,0,0,0,1.0654161801123645,1062,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.64,-0.59
0,0,0,2,1.0652616795843888,1063,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.79,-1.54
0,0,0,1,1.0652616795843888,1064,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.33,-0.77
0,0,0,1,1.0652487077333057,1065,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.08,-0.91
0,0,0,0,1.0650541299670582,1066,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,-1.4,0.34
1,1,0,2,1.0645172601489723,1067,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-3.35,-1.93
0,0,0,0,1.0643920132580982,1068,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,-0.99,0.18
0,0,0,1,1.0642421767457932,1069,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,-2.24,-1.02
0,0,1,1,1.0641693131773864,1070,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,-2.13,-0.43
0,0,0,1,1.0640907993418829,1071,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,-1.68,-0.43
0,0,1,0,1.0630004231121175,1072,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,-2.78,-1.49
0,0,0,0,1.0625918597143502,1073,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,-2.92,-1.42
1,1,0,1,1.062580255415375,1074,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,-3.06,-1.56
0,0,0,0,1.0623648024090433,1075,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,-2.69,-1.43
0,0,1,0,1.0622593727833185,1076,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,-2.52,-1.33
0,0,0,1,1.0619274999925459,1077,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,-1.59,-0.12
1,1,0,0,1.0618969147058872,1078,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.04,-0.15
0,0,0,0,1.0614340023529862,1079,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,-1.7,0.47
0,0,0,0,1.0610972017005202,1080,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,-1.11,0.78
0,0,0,2,1.0608547942864246,1081,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.91,-1.2
0,0,0,2,1.0608253065139517,1082,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.55,-1.33
0,0,0,1,1.0606304877553827,1083,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,-1.33,-0.58
0,0,1,1,1.060569488072202,1084,0,1,0,0,0,1,0,1,0,0,2,0,4,0,0,0,-1.8,-0.05
0,0,0,1,1.0605565162211192,1085,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,-2.17,-0.66
0,0,1,0,1.0601726175857678,1086,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.98,-1.65
0,0,0,0,1.0601466738836016,1087,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,-1.32,-0.23
0,0,0,0,1.0599691643424636,1088,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,-1.67,-0.62
0,0,0,0,1.0596164828062522,1089,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,-1.53,-0.82
0,0,1,0,1.0595774828288436,1090,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,-2.29,-0.27
0,0,1,1,1.0593594873415555,1091,0,1,0,0,0,0,0,1,0,0,2,0,4,0,0,0,-2.44,-0.21
0,0,0,0,1.0593194671808668,1092,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.78,-0.55
0,0,1,1,1.0592512726244596,1093,3,0,1,0,0,0,2,1,0,1,2,1,0,0,0,0,0.09366057445487196,-2.128877286816367
0,0,1,0,1.0592031421918346,1094,0,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,-1.92,0.34
0,0,0,0,1.058797279315223,1095,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.18,-0.2
0,0,0,2,1.0583323714658233,1096,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,-2.13,-1.02
1,1,0,0,1.0580931536012754,1097,0,1,0,0,1,0,0,0,0,0,2,1,2,1,0,0,-2.25,-0.05
1,1,0,0,1.057841337756039,1098,0,1,0,0,1,0,0,0,0,0,2,0,4,0,0,0,-2.2,-0.12
0,0,1,0,1.0578075740664699,1099,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-1.91,-0.34
0,0,0,0,1.0576431066245535,1100,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.33,-1.05
1,1,0,0,1.0571452762273057,1101,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,-2.29,-0.22
0,0,1,1,1.0571017749395908,1102,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,-2.17,-0.98
1,1,0,1,1.057096390716727,1103,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.76,-0.68
0,0,0,2,1.0559165573879936,1104,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,-1.4,-0.18
0,0,0,1,1.0554203459211962,1105,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,-2.32,-0.88
0,0,0,0,1.0554007331210316,1106,0,0,0,0,0,0,0,1,0,0,2,0,4,0,0,0,-2.68,-1.33
0,0,0,2,1.0552132434953978,1107,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,-2.7,-1.31
1,1,1,0,1.0549991555584382,1108,0,1,2,2,3,1,0,0,1,1,0,1,3,0,0,0,0.4203315305612314,-1.333421327997
1,1,0,2,1.05498996370377,1109,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,-1.81,-0.02
0,0,0,1,1.05497376961773,1110,0,1,0,0,0,1,0,0,1,0,2,1,0,1,0,0,-1.55,-0.05
0,0,0,2,1.0540929158017969,1111,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,-2.88,-1.59
1,1,1,0,1.0536590622045288,1112,3,1,1,0,3,1,1,0,1,0,0,1,6,1,0,0,-1.558755237377312,-0.12880344328259108
0,0,0,0,1.0534402268736134,1113,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.41,-0.39
0,0,0,0,1.053386626642444,1114,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,-1.52,-0.59
0,0,0,1,1.052821674395648,1115,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.66,-0.95
1,1,0,0,1.0527848000239364,1116,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,-0.15,0.31
0,0,0,0,1.0524597360147498,1117,2,0,1,0,2,0,2,0,0,0,0,1,4,1,1,0,0.8510991521285076,-2.9131372435096434
0,0,0,0,1.0524507641112102,1118,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,-2.59,-0.56
0,0,0,0,1.052357900937757,1119,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.51,-0.34
0,0,1,1,1.052308535043578,1120,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.34,-0.27
0,0,0,1,1.0519785040752434,1121,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-1.95,-0.68
0,0,0,0,1.0519628622610435,1122,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,-1.31,-0.15
0,0,0,1,1.0513428833721692,1123,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,-1.63,-0.32
0,0,0,2,1.0512946145477502,1124,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,-2.84,-1.37
0,0,0,0,1.0512654638146626,1125,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,-2.1,-0.13
0,0,1,1,1.0510753614401194,1126,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,-2.43,-1.0
0,0,0,1,1.050878336196043,1127,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1.93,-0.57
0,0,0,0,1.050715616169999,1128,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,-0.8,0.59
0,0,0,0,1.0506000742154078,1129,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.76,-1.31
0,0,0,0,1.0504242102081558,1130,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,-1.96,-0.06
0,0,0,0,1.050252695577465,1131,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,-1.73,-0.03
0,0,0,0,1.0498640923486902,1132,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.41,-1.16
0,0,0,2,1.0496342789779352,1133,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,-2.63,-0.09
0,0,0,0,1.0496107998880664,1134,0,1,0,0,0,0,0,0,0,0,2,1,0,1,1,0,-2.09,-0.13
0,0,1,0,1.0492284716456155,1135,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.32,-1.12
0,0,1,2,1.0491519479873486,1136,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,-2.89,-0.92
0,0,1,2,1.0488298883323446,1137,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.38,-0.5
0,0,0,1,1.0487595212437684,1138,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.4,-1.22
0,0,0,0,1.048385301325211,1139,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-1.88,-0.19
0,0,0,0,1.0482351009442483,1140,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.73,-0.79
0,0,0,0,1.0479690025036723,1141,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,-0.69,0.37
1,1,0,0,1.0479283122579028,1142,0,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,-0.83,0.54
0,0,0,1,1.0477155441719177,1143,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.89,-1.22
1,1,0,0,1.0476314478824142,1144,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-3.05,-0.48
0,0,0,0,1.047596270369139,1145,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,-1.53,-0.82
1,1,0,0,1.0475328593405189,1146,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,-1.23,-0.31
0,0,0,2,1.0475286068500036,1147,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.51,-1.22
0,0,0,0,1.0461531147787362,1148,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,-1.4,-0.4
0,0,0,0,1.0459980029317992,1149,0,0,0,0,0,1,0,1,0,0,2,0,6,0,0,0,-2.09,-0.85
0,0,0,0,1.0458519751136783,1150,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,-1.37,-0.63
0,0,0,2,1.0456723293495318,1151,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,-1.27,0.7
0,0,0,0,1.0454077317020645,1152,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,-3.15,-1.43
0,0,0,0,1.04527751889729,1153,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,-0.5,0.66
1,1,0,0,1.044866804357491,1154,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-3.42,-1.56
0,0,0,0,1.044815150333462,1155,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,-0.93,0.48
0,0,1,1,1.0448009740522357,1156,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.62,-0.9
1,1,0,0,1.0445946062774294,1157,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,-2.95,-0.18
0,0,0,0,1.0442545145037994,1158,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.16,-0.53
0,0,1,2,1.044147375037523,1159,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2,-0.53
0,0,0,0,1.04395215587419,1160,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.14,-0.06
0,0,1,0,1.0439070768506151,1161,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,-1.61,0.14
0,0,0,0,1.0437838382609992,1162,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-3.02,-1.65
0,0,1,0,1.0435911782564808,1163,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.19,-0.07
1,1,0,0,1.0435381264968129,1164,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,-2.5,-0.02
1,1,0,1,1.0433889170591812,1165,0,1,0,0,3,0,0,1,1,0,0,1,1,1,1,0,-3.321725594757177,1.4857470982391536
1,1,0,0,1.043266910396084,1166,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,-1.38,0.4
