age_binary,age_bucketized,sex_binary,race_C,score,rank,juv_fel_count_C,decile_score_C,juv_misd_count_C,juv_other_count_C,priors_count_C,days_b_screening_arrest_C,c_days_from_compas_C,c_charge_degree_C,v_decile_score_C,start_C,end_C,event_C,MarriageStatus_C,is_recid,is_violent_recid,two_year_recid,Violence_score,Recidivism_score
1,1,1,0,0.9727017129052538,2433,0,1,0,0,0,1,0,1,0,0,2,0,4,0,0,0,-2.73,-0.44
1,1,0,0,0.9724874949316458,2434,0,0,0,0,1,1,0,1,0,0,2,0,1,0,0,0,-2.6,-0.99
0,0,1,0,0.9724699324125936,2435,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.67,-1.33
0,0,0,0,0.9723161668309708,2436,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,-1.19,0.7
1,1,1,2,0.9720625481318728,2437,0,0,0,0,0,1,0,0,0,0,2,0,6,0,0,0,-3.46,-1.69
0,0,1,0,0.9720548331779328,2438,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.64,-1.35
1,1,0,1,0.9719877373004424,2439,0,0,0,0,0,1,0,0,0,0,2,0,6,0,0,0,-3.03,-0.93
1,0,0,1,0.9718374898316188,2440,1,1,2,0,1,1,0,1,1,0,2,0,4,1,0,1,-4.2876589817694235,-2.304072989480519
1,1,0,1,0.97157349465719,2441,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-3.05,-0.51
0,0,1,0,0.9714451561770248,2442,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.95,-1.53
0,0,0,1,0.9709911413891146,2443,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1.97,-0.75
0,0,0,1,0.9709375084612653,2444,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,-1.93,-0.38
1,0,0,2,0.9706579691730431,2445,2,0,1,0,0,2,1,0,1,1,2,1,5,1,1,0,-2.1292493541861672,1.2698471893249188
0,0,0,0,0.970627135023012,2446,2,1,1,0,1,1,1,0,0,0,0,1,5,0,0,1,0.01530153692936409,0.2534847273622653
0,0,0,0,0.9699663651535456,2447,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.83,-1.56
1,1,0,0,0.9693737563777473,2448,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.97,-1.44
0,0,0,2,0.969291828897222,2449,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,-0.91,-0.36
1,1,0,0,0.9692836361491696,2450,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.44,-1.29
0,0,1,1,0.9692102422002464,2451,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.83,-0.5
0,0,1,1,0.9690525859434244,2452,2,0,2,1,0,0,1,0,1,2,2,1,2,1,0,0,-2.4595375397828074,1.4744827751318192
0,0,0,2,0.9690004473199496,2453,3,1,2,2,0,0,1,1,0,1,0,1,1,1,0,1,-3.3349127380393933,-2.3685458345617287
1,1,1,0,0.9689586571430862,2454,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-3.03,-1.52
0,0,1,1,0.9689509421891463,2455,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.72,-0.81
0,0,1,1,0.9689067697387536,2456,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-1.76,-0.78
0,0,1,0,0.9688767296625612,2457,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.14,-1.08
0,0,1,2,0.9686614351666276,2458,0,0,0,1,3,0,0,1,0,1,0,0,2,0,1,0,-2.9403853365411328,0.0021298976635151234
0,0,1,0,0.9684616304279005,2459,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,-1.54,-0.73
1,1,0,1,0.9681716755359322,2460,0,0,0,0,0,1,0,0,0,0,2,0,6,0,0,0,-3.18,-1.38
0,0,0,0,0.968045350917742,2461,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,-1.17,-0.31
1,1,0,0,0.967865549997303,2462,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,-1.66,-0.4
1,1,0,0,0.9678649252780755,2463,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.27,0.45
0,0,0,0,0.9674715750061164,2464,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,-2.74,-1.36
1,1,0,1,0.9672723165022769,2465,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-3.43,-1.79
0,0,0,1,0.967175704343832,2466,0,0,0,0,0,1,0,0,1,0,2,1,0,1,1,0,-1.7,-0.33
0,0,0,2,0.9670398412719612,2467,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,-1.41,0.04
0,0,0,0,0.9662439216867944,2468,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.36,-0.95
0,0,0,1,0.9661986446289624,2469,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1.99,-0.28
1,0,1,1,0.9660705069973526,2470,0,1,2,1,2,1,2,0,0,2,0,0,6,1,1,1,-2.604584992703024,1.4660975415682564
1,1,0,0,0.9660254425958704,2471,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.33,-0.73
1,1,0,1,0.9657935254787976,2472,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.82,-0.69
0,0,1,0,0.965547060308218,2473,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.73,-1.3
0,0,0,0,0.9653707277900272,2474,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,-1.76,-0.68
0,0,0,2,0.9653542815056796,2475,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,-1.51,0.26
0,0,1,2,0.9651449329246404,2476,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,-3.17,-1.79
1,1,0,1,0.9651120650242576,2477,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.73,-0.8
0,1,0,2,0.9649865739570728,2478,0,0,2,2,2,0,0,0,1,0,2,1,0,0,0,1,-4.510464042776493,-1.4455153520628965
0,0,0,1,0.9648383876016752,2479,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.3,-1.16
0,0,0,0,0.9647480789380358,2480,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,-2.12,-0.88
1,1,0,2,0.96469808078695,2481,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,-2.72,-1.24
0,0,0,1,0.9642661296261228,2482,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.21,-0.68
0,0,1,0,0.9640994863838784,2483,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,-1.25,-0.48
0,0,0,0,0.9638702021417422,2484,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,-2.16,0.45
0,0,0,0,0.9636084452959656,2485,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,-2.53,-1.24
0,0,0,0,0.963506513739422,2486,0,1,0,0,0,0,0,0,1,0,2,1,0,1,0,0,-1.09,0.64
0,0,0,2,0.9632978035989748,2487,0,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,-2.12,-0.09
0,0,1,0,0.9632295207509632,2488,0,1,0,2,1,1,0,1,0,1,2,0,2,0,1,0,-3.1578960386258226,0.2641280091482816
1,1,0,0,0.9631160925716228,2489,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,-2.75,-1.17
0,0,0,2,0.9629820296893966,2490,1,0,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0.014142679983078388,0.5696953948912995
0,0,0,1,0.9625853818872336,2491,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,-2.79,-1.06
0,0,0,0,0.9624008840281866,2492,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1.95,-0.46
1,0,1,1,0.9623149737757888,2493,3,0,0,0,2,1,0,0,0,1,1,1,2,0,1,1,-0.9399630302781891,-1.944233173564454
0,0,0,0,0.96186338996078,2494,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,-1.96,0.07
1,1,1,1,0.9617404987399922,2495,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,-3.19,-1.42
0,0,0,0,0.9613312087061944,2496,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.39,-1.13
0,0,0,0,0.961196810915036,2497,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.21,-1.03
0,0,0,1,0.961123659088864,2498,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.49,-1.19
0,0,0,0,0.9608901657693673,2499,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1.84,-0.87
0,0,1,1,0.9605922971589548,2500,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,-2.12,0.32
1,1,0,0,0.9604668737866541,2501,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.99,-0.58
0,0,0,0,0.960350621420848,2502,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,-2.59,-1.57
0,0,0,1,0.9601445242679062,2503,1,1,1,0,2,2,1,0,0,2,1,1,0,1,1,0,0.3189574240360882,0.33218988371764224
0,0,1,1,0.9601082361244646,2504,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.05,-0.71
0,0,0,0,0.959407278371862,2505,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.51,-1.21
0,0,0,2,0.9594020214747184,2506,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,-2.95,-0.85
1,1,0,1,0.9593169532083924,2507,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.85,-1.48
0,0,0,1,0.9590657077728773,2508,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.52,-0.74
0,0,1,2,0.958521469666038,2509,3,0,2,1,1,0,2,0,0,2,2,0,4,0,0,1,-3.941577426792733,0.7936754914188744
0,0,0,1,0.9584890066990712,2510,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,-1.3,-0.62
1,1,0,1,0.9584125422124858,2511,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-3.15,-1.68
0,0,0,1,0.9583998292777663,2512,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.54,-1.29
0,0,1,0,0.9583565584341268,2513,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.65,-1.31
1,1,1,1,0.9580881066010348,2514,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,-2.89,-1.13
0,0,0,2,0.9579585274245754,2515,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,-2.21,-0.31
0,0,0,0,0.9577951667574678,2516,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,-2.17,-0.63
0,0,0,0,0.9577778273523464,2517,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-1.88,-0.15
1,1,0,0,0.9575246471379688,2518,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,-2.73,0.19
0,0,0,1,0.957324083744448,2519,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,-1.58,0.11
0,0,1,0,0.9573229067215008,2520,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.49,-1.37
1,1,0,1,0.9572944958684184,2521,1,1,0,0,1,0,0,0,0,0,1,1,6,1,0,1,-1.93,0.01
1,1,0,0,0.9572827250520566,2522,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.79,-0.3
1,1,0,0,0.9571081577635804,2523,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,-2.99,-0.21
1,1,1,0,0.9570941925050352,2524,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-3.37,-1.89
0,0,1,1,0.9569560763112592,2525,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1.96,-0.87
0,0,0,2,0.9569372952593131,2526,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.2,-0.83
1,0,0,0,0.9564536382287366,2527,1,1,1,1,2,1,1,0,0,1,0,1,4,1,0,1,-4.287735089695458,0.4993280080622058
0,0,0,0,0.9564377439738622,2528,0,1,0,1,2,1,0,0,1,2,2,1,1,1,0,0,-2.4830650833004033,-1.7573562251346009
0,0,0,0,0.9559241720493228,2529,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,-0.86,0.52
0,1,0,0,0.955917480164312,2530,3,0,2,2,3,0,1,1,1,2,0,1,6,0,1,0,-1.5327953797016978,-2.8084632609388573
0,0,0,0,0.9558473151249784,2531,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1.32,0.28
1,1,0,0,0.9558154246021352,2532,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,1,-2.37,-0.7
1,0,0,0,0.9556782889570062,2533,3,1,1,2,3,1,1,1,1,0,1,1,5,1,0,1,-4.159871132344716,-0.669597895653657
1,1,0,0,0.9555210238510864,2534,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,-1.71,0.14
0,1,0,1,0.9554221818660594,2535,1,1,0,0,2,2,2,1,0,0,2,1,1,1,1,1,-3.372070728663112,-2.7830099065444958
0,0,1,0,0.955308856158591,2536,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.59,-0.64
1,0,1,0,0.9551153172612976,2537,1,1,2,2,2,0,1,0,1,0,0,1,4,1,1,1,-3.2674115065700002,-2.5205160112303706
0,0,0,0,0.9549564814740744,2538,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,-2.53,-0.41
0,1,0,0,0.9548633044789301,2539,1,1,0,2,3,0,0,1,1,0,1,0,0,0,0,0,-4.270484487307063,0.9163895807345286
1,1,0,2,0.9548323113135364,2540,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,-3.21,-1.04
0,0,0,1,0.9547633556840944,2541,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.5,-0.55
1,1,0,1,0.9544930287827555,2542,3,0,0,1,2,2,0,0,0,2,0,1,1,0,0,0,-1.5675256450674708,-0.5916486423252465
0,0,1,2,0.9543877586343598,2543,3,0,0,0,0,0,0,0,0,2,1,1,3,0,0,0,-1.3590657071197056,0.7300037578815761
0,0,0,0,0.9543040839990408,2544,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,-1.8,0.11
1,1,0,2,0.954249782444938,2545,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-3.24,-1.83
0,1,0,0,0.9540520295509676,2546,1,1,0,2,2,2,1,0,1,2,1,0,0,0,0,0,-0.2323146020196196,0.2380042848160815
0,0,0,2,0.9540406065190292,2547,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,-2.09,-0.21
0,0,0,0,0.9539502254398822,2548,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.13,-1.02
1,1,0,1,0.9537981072971912,2549,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.69,-0.48
1,1,0,1,0.9536313909948384,2550,0,0,0,0,0,0,0,0,1,0,2,0,6,0,0,0,-1.61,-0.49
1,1,1,2,0.953349930643618,2551,2,0,0,1,2,1,2,1,0,2,1,0,2,1,1,0,-1.661026408368092,0.9909870309404324
0,0,1,0,0.9533146047368078,2552,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1.96,-0.29
0,1,0,0,0.9532775334408672,2553,0,1,2,1,0,0,0,0,0,2,2,0,2,1,0,0,-0.7292411408070905,1.470245190414162
0,0,0,2,0.9531329988216436,2554,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,-2.98,-1.6
0,0,0,0,0.9528456543349604,2555,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-1.89,-0.51
0,1,0,2,0.9527721085958362,2556,2,0,1,1,0,1,1,1,1,1,0,1,2,0,1,0,-3.0859586117471065,-2.8568880887289687
1,1,1,2,0.9527308714380662,2557,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-3.41,-1.94
0,0,0,1,0.9526510765687132,2558,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.98,-0.96
0,0,0,0,0.9523561793287127,2559,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,-2.29,-0.19
0,0,0,0,0.9523239744798596,2560,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,-2.24,-1.1
0,1,0,1,0.9521896604872117,2561,1,1,2,0,1,0,0,1,1,2,1,1,2,0,1,0,-4.427728491616726,-0.9774128930851088
1,1,0,1,0.951667179649248,2562,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-3.21,-1.57
1,1,0,0,0.95140176865236,2563,0,1,1,0,2,0,0,0,1,0,0,0,0,1,0,1,-1.59,0.1
0,0,1,1,0.9513800810648126,2564,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.29,-0.99
1,0,0,1,0.9512354877492624,2565,1,0,2,0,0,1,1,1,0,1,1,0,4,1,0,0,-3.4836367677956304,-1.6546924523467903
0,0,1,0,0.9512167089316445,2566,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,-1.6,-0.18
0,0,1,1,0.9512092257170932,2567,0,0,1,2,1,0,0,1,0,2,1,0,6,0,0,1,-1.704615602429444,-1.8311536262096748
0,0,1,1,0.9510527556051558,2568,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,-1.92,-0.36
1,1,0,1,0.9508811701301492,2569,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,-2.84,-1.08
0,0,1,0,0.9507850937755936,2570,0,1,0,0,0,0,0,1,0,0,2,1,0,1,0,0,-1.78,-0.28
0,0,0,0,0.9506141200713496,2571,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,-1.42,-0.5
1,1,0,1,0.9503970987662164,2572,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-3.22,-1.4
0,0,0,1,0.9503959382430992,2573,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-3.04,-1.21
0,0,0,0,0.9503735386112396,2574,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,-1.54,-0.39
1,1,0,0,0.9502587097132196,2575,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1.87,0.35
0,0,0,1,0.9502534470065528,2576,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-3.03,-1.2
0,0,1,2,0.9501898704084512,2577,2,1,2,2,2,1,1,0,1,1,1,0,5,0,0,1,-3.5531381341073933,-2.4093828400623467
0,0,0,0,0.950153017142826,2578,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,-1.72,-0.83
0,0,0,2,0.9495527679226944,2579,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,-2.28,-1.04
1,0,0,0,0.9492774603794262,2580,1,1,2,0,0,1,1,0,1,1,2,0,5,1,0,1,-3.685473490785134,-0.5902863833258101
0,0,0,0,0.9488989946602098,2581,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,-0.59,1.25
0,0,0,0,0.9487981639377968,2582,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,-2.81,-0.58
0,0,0,1,0.94870959760229,2583,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,-3.05,-1.6
0,0,0,2,0.9487072579621264,2584,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,-1.64,-0.73
1,1,0,0,0.9482462295432099,2585,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,-2.66,-0.78
0,0,0,0,0.948035061345966,2586,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,-1.54,-0.66
1,1,0,0,0.9480186805938484,2587,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,-2.4,0.58
0,0,1,1,0.9478778966643968,2588,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,-2.62,-1.17
1,1,0,0,0.9476621414920574,2589,0,1,1,0,0,1,0,1,0,0,2,0,4,0,0,0,-2.19,-0.17
0,0,0,0,0.9476172311952876,2590,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-2.35,-0.58
0,0,1,0,0.9469672731831216,2591,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.72,-1.57
0,0,0,0,0.946954931474639,2592,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,-1.5,-0.13
1,1,0,0,0.9469331367329026,2593,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.38,-0.07
0,0,0,1,0.9467897636419838,2594,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.57,-1.29
0,0,0,1,0.9465933414617104,2595,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.89,-0.3
0,0,1,0,0.946522133872268,2596,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,-2.72,-1.08
0,1,1,0,0.9463291671982618,2597,1,1,2,1,0,0,1,1,0,1,0,1,5,0,1,0,-3.610743802110543,1.1453526127398552
0,0,0,1,0.9462874800296543,2598,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,-1.69,-0.91
1,1,0,2,0.9461273715097964,2599,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.85,-1.47
0,0,0,1,0.9461111310116336,2600,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2,-0.95
0,0,0,1,0.9459108932524448,2601,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,-1.84,-0.79
0,0,0,0,0.9457087324480441,2602,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1.36,0.15
0,0,0,0,0.9456361592849574,2603,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.59,0.64
0,0,0,0,0.9455326711098652,2604,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,-1.56,-0.4
0,0,0,2,0.9454767375941006,2605,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-3.03,-1.69
0,0,0,2,0.9454709322658876,2606,0,1,1,2,3,1,1,1,1,1,0,0,0,1,1,1,-0.7095190313217086,0.9683095809741388
1,0,1,2,0.9453219797780738,2607,2,0,1,2,0,2,1,1,0,1,1,0,3,0,0,1,-1.953123850125261,1.2573626765367436
0,0,0,1,0.9451676719430934,2608,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,-1.32,0.39
0,0,0,0,0.9450474392228154,2609,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1.59,-0.84
1,1,0,0,0.9447584564189028,2610,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,-3.21,-1.73
0,0,0,0,0.9446453118392379,2611,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.31,-0.53
0,0,0,1,0.944340020508741,2612,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,-1.69,-0.08
1,1,0,0,0.943981699246984,2613,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,-2.29,0.28
0,0,0,0,0.9438893423963316,2614,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,-2.86,-1.22
0,0,0,0,0.9438581252971918,2615,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.95,-1.48
0,0,1,0,0.9434698295514906,2616,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,-1.38,0.14
0,0,0,1,0.9434482829596744,2617,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.23,-0.82
0,0,1,0,0.9433740704330892,2618,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2,-0.81
1,1,0,0,0.9432586892313496,2619,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-3.16,-1.3
0,0,1,0,0.9428723950401572,2620,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.44,-1.13
0,0,0,0,0.942732640529152,2621,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,-2.14,-0.53
0,0,1,0,0.9423533905715464,2622,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-1.89,-0.53
0,0,0,0,0.942332563319286,2623,1,0,0,0,1,2,2,0,1,2,1,1,1,1,0,1,0.6301222495554297,-1.983423489943439
1,1,0,2,0.9422213324205516,2624,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.67,-0.54
0,0,0,0,0.942203001755522,2625,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,-2.5,-1.05
1,1,0,0,0.9420764695172288,2626,1,0,1,2,3,0,0,1,1,2,2,0,5,1,1,0,-2.4121840788481785,-0.8810977044691781
0,0,0,2,0.9419432088801628,2627,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1.33,0.59
0,1,1,0,0.941929588049812,2628,2,1,2,1,1,2,2,0,0,0,1,1,5,0,1,0,-4.275999471951564,-1.7679185773872428
0,0,0,2,0.9417873776243378,2629,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.24,-1.1
1,1,0,2,0.9415894732520848,2630,0,1,0,0,2,0,0,1,1,0,1,1,0,1,0,1,-0.19,1.37
0,0,1,1,0.941140672229328,2631,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-2.69,-0.76
1,1,0,1,0.9409975760189015,2632,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.81,-0.87
1,1,0,0,0.9409706759026232,2633,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,-3.11,-1.62
1,1,1,0,0.9409160271395858,2634,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,-3.37,-0.13
1,1,0,1,0.9408554955227036,2635,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,-1.9,-0.04
1,1,0,0,0.9406540544008779,2636,0,0,0,0,3,1,1,0,0,2,2,1,1,0,0,1,-0.43061426292165184,-1.002863500547068
0,0,0,1,0.9406199416294352,2637,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.14,0.35
0,0,0,1,0.9405649299391314,2638,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.28,-0.49
1,1,0,0,0.9402879468982464,2639,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,-1.63,-0.1
0,0,0,0,0.940063327317688,2640,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.73,-1.24
0,0,0,1,0.9399909565859584,2641,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,-1.35,0.13
0,0,0,2,0.939774896655795,2642,1,0,1,0,3,0,2,0,1,1,2,0,1,0,0,0,-4.282323302222462,0.374021305487422
0,0,0,0,0.9394959647533401,2643,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.16,-0.85
0,0,1,0,0.939328418640428,2644,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.97,-1.39
1,0,0,0,0.939238985229492,2645,3,1,2,2,2,0,2,0,1,0,0,0,3,0,1,0,-3.83043007422372,0.12102465784717698
0,0,0,0,0.9391848203601358,2646,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,-2.55,-0.53
0,0,0,0,0.938937697362652,2647,0,1,0,0,0,0,0,0,1,0,2,1,0,1,0,0,-1.2,0.31
0,0,0,2,0.9389368085368508,2648,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,-0.25,0.51
0,0,1,1,0.9387301477453216,2649,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2.22,-1.07
0,0,0,1,0.938342169235774,2650,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,-1.65,-0.08
